War Num (Hard),War Names (Wright War Name Listed First If Available),State 1 Name,State 1 ID,State 2 Name,State 2 ID,Year,Month of Beginning,Month of Ending,Wright's aggressor,Wright's aggressor 2,Wright's aggressor 3,Wright's aggressor 4,Wright's aggressor 5,Wright's aggressor 6,Wright's type [(B)alance of Power; <C>ivil; (D)efensive; (I)mperial ],Wright's # of battles,HRE_Fractured,GC_Fractured,NGC_Fractured,Spanish_Alliance_Fractured,Austrian_Alliance_Fractured ,"Dyad is Wright Unmodified [1 means it does not, 1-D means it does not (but other potential Wright dyads were deleted); 1-M means that one of the participatns was listed by Wright as being in the war, but a minor state not covered by Wright was added; and M means the war or war phase was missed by Wright; 1-S means the dyad is in Wright, but sides in the conflict differ from his text due to a country changing sides or a clear error. Compound wars are too complex to code solely using Wright. ]",Wright Modification,Citation,Note
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,Electorate of Bavaria,20,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Habsburg Monarchy,216,Electorate of Bavaria,20,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Holy Roman Empire,379,Electorate of Bavaria,20,1804,,,304,,,,,,,,1,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,The Palatinate,20,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,The Palatinate,20,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Habsburg Monarchy,216,The Palatinate,20,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Holy Roman Empire,379,The Palatinate,20,1804,,,304,,,,,,,,1,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,Bourbon Spain,375,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,Bourbon Spain,375,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Habsburg Monarchy,216,Bourbon Spain,375,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Holy Roman Empire,379,Bourbon Spain,375,1804,,,304,,,,,,,,1,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,First French Empire,304,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,First French Empire,304,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Habsburg Monarchy,216,First French Empire,304,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Holy Roman Empire,379,First French Empire,304,1805,,,304,,,,,,,,1,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Russia,83,First French Empire,304,1805,10,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Sweden,385,First French Empire,304,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,Electorate of Bavaria,20,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,Electorate of Bavaria,20,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Habsburg Monarchy,216,Electorate of Bavaria,20,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Holy Roman Empire,379,Electorate of Bavaria,20,1805,,,304,,,,,,,,1,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Russia,83,Electorate of Bavaria,20,1805,10,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Sweden,385,Electorate of Bavaria,20,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,The Palatinate,20,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,The Palatinate,20,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Habsburg Monarchy,216,The Palatinate,20,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Holy Roman Empire,379,The Palatinate,20,1805,,,304,,,,,,,,1,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Russia,83,The Palatinate,20,1805,10,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Sweden,385,The Palatinate,20,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,Bourbon Spain,375,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,Bourbon Spain,375,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Habsburg Monarchy,216,Bourbon Spain,375,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Holy Roman Empire,379,Bourbon Spain,375,1805,,,304,,,,,,,,1,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Russia,83,Bourbon Spain,375,1805,10,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Sweden,385,Bourbon Spain,375,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,First French Empire,304,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,First French Empire,304,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Prussia,172,First French Empire,304,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Habsburg Monarchy,216,First French Empire,304,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Holy Roman Empire,379,First French Empire,304,1806,,,304,,,,,,,,1,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,Electorate of Bavaria,20,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,Electorate of Bavaria,20,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Prussia,172,Electorate of Bavaria,20,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Habsburg Monarchy,216,Electorate of Bavaria,20,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Holy Roman Empire,379,Electorate of Bavaria,20,1806,,,304,,,,,,,,1,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,The Palatinate,20,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,The Palatinate,20,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Prussia,172,The Palatinate,20,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Habsburg Monarchy,216,The Palatinate,20,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Holy Roman Empire,379,The Palatinate,20,1806,,,304,,,,,,,,1,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,Bourbon Spain,375,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,Bourbon Spain,375,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Prussia,172,Bourbon Spain,375,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Habsburg Monarchy,216,Bourbon Spain,375,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Holy Roman Empire,379,Bourbon Spain,375,1806,,,304,,,,,,,,1,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Prussia,172,First French Empire,304,1807,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Prussia,172,Bourbon Spain,375,1807,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
68,Navarrese Counter Attack,Spain -- Crown of Aragon,375,Kingdom of Navarre,291,1516,,8,291,,,,,,,,,,,,,M,Missed War/Minor Participant,Brecke Entry 679,"Serious Counter Attack attempt which failed; Argually predecessor to Wars of Charles V; Ended with 'Treaty of Noyon' meaning it had a significant political outcome. Marraiges were made to prevent future conflict, but to France rather than Spain"
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Kingdom of England/ England-Scotland/Great Britain/United Kingdom,177,1688,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,66,1688,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,HRE,379,1688,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Spain -- Habsburg Spain,375,1688,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Kingdom of England/ England-Scotland/Great Britain/United Kingdom,177,1689,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,66,1689,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,HRE,379,1689,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Spain -- Habsburg Spain,375,1689,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Kingdom of England/ England-Scotland/Great Britain/United Kingdom,177,1690,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,66,1690,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,HRE,379,1690,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Spain -- Habsburg Spain,375,1690,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Kingdom of England/ England-Scotland/Great Britain/United Kingdom,177,1691,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,66,1691,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,HRE,379,1691,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Spain -- Habsburg Spain,375,1691,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Kingdom of England/ England-Scotland/Great Britain/United Kingdom,177,1692,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,66,1692,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,HRE,379,1692,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Spain -- Habsburg Spain,375,1692,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Kingdom of England/ England-Scotland/Great Britain/United Kingdom,177,1693,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,66,1693,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,HRE,379,1693,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Spain -- Habsburg Spain,375,1693,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Kingdom of England/ England-Scotland/Great Britain/United Kingdom,177,1694,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,66,1694,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,HRE,379,1694,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Spain -- Habsburg Spain,375,1694,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Kingdom of England/ England-Scotland/Great Britain/United Kingdom,177,1695,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,66,1695,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,HRE,379,1695,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Spain -- Habsburg Spain,375,1695,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Kingdom of England/ England-Scotland/Great Britain/United Kingdom,177,1696,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,66,1696,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,HRE,379,1696,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
69,Nine Years War/ 2nd Coalition against Louis XIV/ War of the Grand Alliance/ War of the League of Augsburg,France -- Kingdom of France,304,Spain -- Habsburg Spain,375,1696,,,304,,,,,,B,25,,,,,,1,,"War 529, Langer 480",
