budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,tagline,title,vote_average,year
0,428687,tt4144332,en,Deidra & Laney Rob a Train,"After their mother ends up in jail, two sisters turn to train robbery in order to support their family.",2.487073,/ai7K16kOjdISNUhdTvLQ3t0Qrzb.jpg,2017-01-23,0.0,92.0,,Deidra & Laney Rob a Train,5.7,2017
0,447758,tt6667360,en,Carnage: Swallowing the Past,"It's 2067, the UK is vegan, but older generations are suffering the guilt of their carnivorous past. Simon Amstell asks us to forgive them for the horrors of what they swallowed.",1.336149,/8RQM8S8UJmVITcsMApkJWKVyroG.jpg,2017-03-19,0.0,65.0,,Carnage: Swallowing the Past,8.3,2017
0,401743,tt4842646,en,The Most Hated Woman in America,"The true story of Madalyn Murray O'Hair -- iconoclast, opportunist, and outspoken atheist -- from her controversial rise to her untimely demise.",5.969528,/ohkPhsMOnIfRohad5d7bh4ebJbD.jpg,2017-03-24,0.0,91.0,,The Most Hated Woman in America,6.2,2017
20000000,403390,tt3182620,en,Bitter Harvest,"Set between the two World Wars and based on true historical events, Bitter Harvest conveys the untold story of the Holodomor, the genocidal famine engineered by the tyrant Joseph Stalin. The film displays a powerful tale of love, honour, rebellion and survival at a time when Ukraine was forced to adjust to the horrifying territorial ambitions of the burgeoning Soviet Union.",3.573865,/5MpJXoATrYEjbZaFiW86bImAtGr.jpg,2017-02-23,557241.0,103.0,,Bitter Harvest,6.7,2017
0,397415,tt5460530,en,Vengeance: A Love Story,A Gulf War veteran seeks vengeance against those who assaulted a single mother.,6.533244,/sM5QfCajnDiJhRkbE40Fmd4c4vL.jpg,2017-03-16,0.0,99.0,,Vengeance: A Love Story,5.5,2017
0,420648,tt5121816,es,El bar,A group of strangers are trapped inside a bar.,20.720113,/5gpVdpC66BCqzY3adpFuIvy0lV5.jpg,2017-03-24,0.0,0.0,,The Bar,6.3,2017
0,364060,tt4835894,en,Middle Man,"When a hapless, unfunny, wanna-be comedian picks up a mysterious hitchhiker on his way to Vegas to audition for the Monte Guy show, he unwittingly becomes trapped in a desert-town killing spree that also has a very unexpected consequence - it improves his comedy.",2.554282,/5ZVkVNB1UuJapoYV2bV10olC74m.jpg,2017-06-09,0.0,100.0,It's only funny until someone gets hurt.,Middle Man,0.0,2017
0,363056,tt4066836,en,Miles,"High school senior Miles Walton joins the girls volleyball team in hopes of winning a college scholarship, which causes an uproar in his small Illinois farming town.",1.269793,/qZSoyfTcRpmPyidtlLINRceZQmj.jpg,2017-06-09,0.0,90.0,,Miles,7.0,2017
60000000,137116,tt2398241,en,Smurfs: The Lost Village,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",16.972835,/diYAZ6CKUuRAqLYMB2AyVutEFm0.jpg,2017-03-23,197183546.0,89.0,,Smurfs: The Lost Village,6.2,2017
0,376134,tt5155780,en,The Discovery,"In the near future, due to a breakthrough scientific discovery by Dr. Thomas Harbor, there is now definitive proof of an afterlife. While countless people have chosen suicide to reset their existence, others try to decide what it all means. Among them is Dr. Harbor's son Will, who has arrived at his father's isolated compound with a mysterious young woman named Isla. There, they discover the strange acolytes who help Dr. Harbor with his experiments.",6.803535,/nLIDouFvreSrs8xK62zuvpEPDw0.jpg,2017-03-31,0.0,102.0,,The Discovery,6.3,2017
0,429662,tt4977530,en,Viceroy's House,"In 1947, Lord Mountbatten assumes the post of last Viceroy, charged with handing India back to its people, living upstairs at the house which was the home of British rulers, whilst 500 Hindu, Muslim and Sikh servants lived downstairs.",16.153534,/jDZLd4fgnpmtvNdGDE2c0asfkO9.jpg,2017-03-03,0.0,106.0,The end of an empire. The birth of two nations.,Viceroy's House,6.5,2017
0,446076,tt5516464,zh,嫌疑人X的献身,"Based on Keigo Higashino’s award-winning novel, THE DEVOTION OF SUSPECT X follows a professor (Wang Kai) assisting in a murder investigation, only to find that a longtime rival and friend (Zhang Luyi) from his early university days may be involved.",0.24807,/sQBTd8wFDs4IXnC7Qw19sSwCxZQ.jpg,2017-03-31,0.0,112.0,,The Devotion of Suspect X,8.0,2017
20000000,289222,tt1730768,en,The Zookeeper's Wife,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",13.655178,/50KGpMiIvSkF4WHOgp0gM6r6sMU.jpg,2017-03-31,13162475.0,126.0,They gave all they had to save all they could,The Zookeeper's Wife,7.1,2017
2000000,440777,tt5153860,en,Female Fight Club,A former fighter reluctantly returns to the life she abandoned in order to help her sister survive the sadistic world of illegal fighting and the maniac who runs it.,3.796019,/o6Sa24tGF9va8FnMtR5Uj7Icx8H.jpg,2017-03-16,0.0,90.0,,Female Fight Club,7.2,2017
0,331392,tt3692652,en,Eloise,"Four friends break into an abandoned insane asylum in search of a death certificate which will grant one of them a large inheritance. However, finding it soon becomes the least of their worries in a place haunted by dark memories.",5.271207,/mvjzPdvobEhLLqtmFNADEl1xPrF.jpg,2017-02-03,0.0,89.0,The creepiest and most haunted place in US!,Eloise,5.1,2017
7000000,400928,tt4481414,en,Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",16.025911,/9Ts7Vc4wLlpI9oox9mkVUE1tBHy.jpg,2017-04-12,37461045.0,101.0,,Gifted,7.7,2017
0,408647,tt6315800,en,Teen Titans: The Judas Contract,Tara Markov is a girl who has power over earth and stone; she is also more than she seems. Is the newest Teen Titan an ally or a threat? And what are the mercenary Deathstroke's plans for the Titans?,17.086618,/ut5F7z1U89zKz9GZAtbJHF7ljqV.jpg,2017-03-22,0.0,84.0,,Teen Titans: The Judas Contract,7.1,2017
0,449674,tt6736782,en,Louis C.K. 2017,"Louis C.K. muses on religion, eternal love, giving dogs drugs, email fights, teachers and more in a live performance from Washington, D.C.",4.296455,/RlENlbNxrqsWfdEDCSXGWWvWTd.jpg,2017-04-04,0.0,74.0,,Louis C.K. 2017,7.5,2017
0,449863,tt6601954,es,Cantábrico: Los dominios del oso pardo,,0.436657,/bZVR3vLdIvXoV7WOf3heowRJtAM.jpg,2017-03-31,0.0,,,Cantábrico: Los dominios del oso pardo,8.0,2017
10500000,390051,tt4581576,en,Aftermath,"A fatal plane crash changes the lives of Roman and Jake forever. Roman loses his wife and daughter in the accident, while Jake, his mind as he happens to be the air traffic controller, who fails to avert the nightmare. Rage and revenge engulfs Roman and Jake finds himself swamped with guilt and regret. Can the two make peace with the past?",10.150041,/25oWTCGqIik4gUTMidx3L8DI4Bt.jpg,2017-04-06,3451.0,92.0,All he had left was revenge,Aftermath,5.8,2017
0,425716,tt5458566,da,Dræberne fra Nibe,"The two tradesmen Ib and Edward are tired of their lifeless marriages and dream of living the good life from the stash of money they've earned moonlighting for years. After a huge fight with their wives the two men get drunk and hire a Russian contract killer to do a hit on their spouses. But they have badly underestimated their wives, and this becomes the start of an absurd journey where Ib and Edward to their own horror end at the top of a kill list.",1.049864,/akJWjJhFCZ3U0r9gwG4Au2T9Q4k.jpg,2017-01-12,0.0,90.0,,Small Town Killers,6.1,2017
0,445727,tt2852500,en,The Bigfoot Project,A bush-league group of amateur filmmakers spend two weeks in the backwoods of Georgia searching for the mysterious Bigfoot.,0.530821,/lYpg8nNA56ciQOm0MyXjW9SF63Z.jpg,2017-04-04,0.0,90.0,Based on actual events. Not really.,The Bigfoot Project,6.3,2017
0,424998,tt6113488,en,The Case for Christ,"Based on the true story of an award-winning investigative journalist -- and avowed atheist -- who applies his well-honed journalistic and legal skills to disprove the newfound Christian faith of his wife... with unexpected, life-altering results.",3.674827,/hTKwkxMv5MCkN8vMXiEmMmAHafh.jpg,2017-04-07,0.0,112.0,,The Case for Christ,6.2,2017
0,342472,tt2184233,en,1 Mile to You,"After a teenager's friends die in an accident, he finds running allows him to remember them perfectly. Running, however, also brings him notoriety. He is caught between keeping the past alive and making new memories in the present.",1.668699,/by5sJxbg7HXdqSm05oYT54AsZTg.jpg,2017-04-07,0.0,104.0,Run with your heart.,1 Mile to You,6.7,2017
0,322487,tt3228088,en,Spark: A Space Tail,"Spark, a teenage monkey and his friends, Chunk and Vix, are on a mission to regain Planet Bana - a kingdom overtaken by the evil overlord Zhong.",10.348612,/9nURtvaqA4MzJPClDgAC8eGXStg.jpg,2017-04-14,116873.0,97.0,Spark a revolution!,Spark: A Space Tail,4.8,2017
10000000,417678,tt5001718,en,"Everything, Everything","A teenager who's lived a sheltered life because she's allergic to everything, falls for the boy who moves in next door.",12.108048,/c8W3Go48Mw0GoNXsGK4W9hNO4Vf.jpg,2017-05-19,0.0,96.0,Risk everything... for love.,"Everything, Everything",7.3,2017
22000000,417830,tt6003368,en,Diary of a Wimpy Kid: The Long Haul,A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.,28.176992,/mSBUClLuB70a2unFvW4m48OG9VF.jpg,2017-05-19,40120144.0,91.0,,Diary of a Wimpy Kid: The Long Haul,6.1,2017
0,436340,tt5980798,fr,Félicité,"Félicité, a strong and proud woman, sings in bars in Kinshasa. She drifts away from reality when her 14-year-old son gets into an accident. In electric Kinshasa, she wanders in a world of music & dreams... until love unexpectedly brings her back to life.",0.318809,/8SKT7JTSrnDJeNYngUFSJj0H7UV.jpg,2017-03-29,0.0,123.0,,Félicité,6.0,2017
5000000,428356,tt5242684,ru,Танцы насмерть,Deadly dance tournament is carried out in the city survived after nuclear apocalypse.  Energy is extracted from the loser for the city to survive. A young guy from the street is forced to take part in the tournament and falls in love with girl who volunteered to participate in the battle. Will they survive or the arena will take their lives?,2.243493,/o5kogEu3Orrxk4NK0hpb0seL8ht.jpg,2017-03-16,0.0,90.0,,Dance to Death,4.0,2017
7075038,440642,tt6673840,ru,Время первых,"March 1965. In the heat of the Cold War, the USA and the USSR are competing for supremacy in space. What both superpowers aim for in this race, is to be the first to have a man walk in outer space. To accomplish that, no price is too high and no risk is too great.  Now it’s up to the unlikely duo of a seasoned war veteran and a hot-headed test-pilot to fulfill this mission. Two men in a tiny spaceship, without proper testing, facing the complete unknown…  They were supposed to do what no man has done before – and no man imagined what would happen next…",10.181,/hDNVRmrprxI9NQ0zc2Uu03p65Fw.jpg,2017-04-12,9868942.0,140.0,"So far from home, so close to disaster",The Spacewalker,7.4,2017
69000000,339846,tt1469304,en,Baywatch,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",35.637691,/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,2017-05-12,177856751.0,116.0,"Don't worry, summer is coming",Baywatch,6.1,2017
12000000,418437,tt3462710,en,Unforgettable,"Julia moves in with her fiancé, David, but his ex-wife and her own haunting past join forces to rock her quiet suburban existence.",10.159713,/jKyjJu3N0bcF9TzcyGLb0Nn6Uqq.jpg,2017-04-20,17768012.0,100.0,,Unforgettable,5.7,2017
42000000,373569,tt2334871,en,Snatched,"When her boyfriend dumps Emily, a spontaneous woman in her 30s, she persuades her ultra-cautious mom to accompany her on a vacation to Ecuador. When these two very different women are trapped on this wild journey, their bond as mother and daughter is tested and strengthened while they attempt to navigate the jungle and escape.",11.214779,/gsleO1KultziWltEAngAEZkxQhf.jpg,2017-05-03,60845711.0,90.0,"Mess with me, mess with my mother.",Snatched,5.2,2017
125000000,282035,tt2345759,en,The Mummy,"Though safely entombed in a crypt deep beneath the unforgiving desert, an ancient queen whose destiny was unjustly taken from her is awakened in our current day, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",33.704935,/zxkY8byBnCsXodEYpK8tmwEGXBI.jpg,2017-06-06,407778013.0,110.0,Welcome To A New World of Gods And Monsters,The Mummy,5.4,2017
0,404584,tt4961380,en,From a House on Willow Street,"After a young woman is kidnapped, her captors soon come to realize that in fact they may be the ones in danger and this young woman has a dark secret inside her.",10.709604,/d3aHtMxYUmGAyYrTNk52BqXeOQl.jpg,2017-03-24,0.0,90.0,Evil has an address...,From a House on Willow Street,5.1,2017
250000000,337339,tt4630562,en,The Fate of the Furious,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",48.573287,/g52r6ZXqRPfRagwsOaorOGWxOk3.jpg,2017-04-12,1238764765.0,136.0,Family no more,The Fate of the Furious,6.8,2017
0,440249,tt5168832,en,After Porn Ends 2,"After Porn Ends 2 picks up where it's predecessor left off and not only turns back the clock to meet the oldest living stars in adult film's history, but goes in depth with some of Its most current retirees and juxtaposes their experiences in a life after porn. Delving deeper into society's ongoing stigmas of race, misogyny, and the reality of decreasing opportunities for these former VHS box cover stars. For some, their careers in adult entertainment is accepted proudly and without regret. In fact, it seems to have proven to be the pathway to their current happiness and inner peace. For others, however, a career in porn has proven to be a conduit to certain despair as they struggle to find a way to bury their past and emerge with a new career or calling.",5.523286,/rfItXrtDGILwsCdmgVxX79phFuI.jpg,2017-03-28,0.0,90.0,WHAT COMES NEXT?,After Porn Ends 2,5.9,2017
